"사용일자","노선명","역ID","역명","승차총승객수","하차총승객수","등록일자"
"20191001","일산선","1957","주엽","11535","12035","20191004"
"20191001","일산선","1956","정발산","9430","9681","20191004"
"20191001","일산선","1955","마두","9659","10149","20191004"
"20191001","일산선","1954","백석","12782","12679","20191004"
"20191001","일산선","1953","대곡","2107","1542","20191004"
"20191001","일산선","1952","화정","22220","22866","20191004"
"20191001","일산선","1951","원당","13805","13023","20191004"
"20191001","일산선","1950","삼송","21049","20046","20191004"
"20191001","일산선","1949","지축","1","0","20191004"
"20191001","일산선","1948","원흥","10819","10046","20191004"
"20191001","우이신설선","4713","신설동","2471","2524","20191004"
"20191001","우이신설선","4712","보문","1814","1848","20191004"
"20191001","우이신설선","4711","성신여대입구(돈암)","4063","4502","20191004"
"20191001","우이신설선","4710","정릉","5195","4718","20191004"
"20191001","우이신설선","4709","북한산보국문","7219","6775","20191004"
"20191001","우이신설선","4708","솔샘","6642","6286","20191004"
"20191001","우이신설선","4707","삼양사거리","2793","2926","20191004"
"20191001","우이신설선","4706","삼양","2344","2508","20191004"
"20191001","우이신설선","4705","화계","3920","3765","20191004"
"20191001","우이신설선","4704","가오리","4825","4813","20191004"
"20191001","우이신설선","4703","4.19민주묘지","4368","4301","20191004"
"20191001","우이신설선","4702","솔밭공원","2868","2715","20191004"
"20191001","우이신설선","4701","북한산우이","3447","2989","20191004"
"20191001","안산선","1763","수리산","5168","4061","20191004"
"20191001","경원선","1022","창동","1","0","20191004"
"20191001","2호선","0244","용답","3135","3324","20191004"
"20191001","2호선","0205","동대문역사문화공원","18952","21636","20191004"
"20191001","2호선","0204","을지로4가","15946","16025","20191004"
"20191001","2호선","0203","을지로3가","27679","27460","20191004"
"20191001","2호선","0202","을지로입구","58311","58407","20191004"
"20191001","2호선","0201","시청","32964","32100","20191004"
"20191001","1호선","0159","동묘앞","10297","10805","20191004"
"20191001","1호선","0158","청량리(서울시립대입구)","26961","27658","20191004"
"20191001","1호선","0157","제기동","22787","23170","20191004"
"20191001","1호선","0156","신설동","18497","18186","20191004"
"20191001","1호선","0155","동대문","14837","15820","20191004"
"20191001","1호선","0154","종로5가","29862","30063","20191004"
"20191001","1호선","0153","종로3가","34558","31728","20191004"
"20191001","1호선","0152","종각","49363","48407","20191004"
"20191001","1호선","0151","시청","34335","34872","20191004"
"20191001","1호선","0150","서울역","56740","53905","20191004"
"20191001","2호선","0218","종합운동장","21692","26396","20191004"
"20191001","2호선","0219","삼성(무역센터)","67414","70182","20191004"
"20191001","2호선","0220","선릉","68663","61479","20191004"
"20191001","2호선","0221","역삼","60091","67937","20191004"
"20191001","2호선","0222","강남","104929","106554","20191004"
"20191001","2호선","0223","교대(법원.검찰청)","44288","49902","20191004"
"20191001","2호선","0224","서초","27209","27385","20191004"
"20191001","2호선","0225","방배","25944","26852","20191004"
"20191001","2호선","0226","사당","47147","51244","20191004"
"20191001","2호선","0227","낙성대","34535","33417","20191004"
"20191001","2호선","0228","서울대입구(관악구청)","59619","57089","20191004"
"20191001","2호선","0229","봉천","29488","26945","20191004"
"20191001","2호선","0230","신림","76487","74549","20191004"
"20191001","2호선","0231","신대방","33053","31567","20191004"
"20191001","2호선","0232","구로디지털단지","74089","74377","20191004"
"20191001","2호선","0233","대림(구로구청)","32598","33374","20191004"
"20191001","2호선","0234","신도림","64465","63560","20191004"
"20191001","2호선","0235","문래","25270","25751","20191004"
"20191001","2호선","0236","영등포구청","26810","27235","20191004"
"20191001","2호선","0237","당산","25528","28630","20191004"
"20191001","2호선","0238","합정","35082","37920","20191004"
"20191001","2호선","0239","홍대입구","74428","78451","20191004"
