"사용일자","노선명","역ID","역명","승차총승객수","하차총승객수","등록일자"
"20191201","1호선","0152","종각",19093,17141,"20191204"
"20191201","1호선","0153","종로3가",19646,17772,"20191204"
"20191201","1호선","0154","종로5가",13716,13149,"20191204"
"20191201","1호선","0155","동대문",11040,13079,"20191204"
"20191201","1호선","0156","신설동",8498,8322,"20191204"
"20191201","1호선","0157","제기동",11477,11699,"20191204"
"20191201","1호선","0158","청량리(서울시립대입구)",16272,17261,"20191204"
"20191201","1호선","0159","동묘앞",8138,8541,"20191204"
"20191201","2호선","0201","시청",8176,6249,"20191204"
"20191201","2호선","0202","을지로입구",28675,27780,"20191204"
"20191201","2호선","0203","을지로3가",10925,10639,"20191204"
"20191201","2호선","0204","을지로4가",4569,4620,"20191204"
"20191201","2호선","0205","동대문역사문화공원",13731,16443,"20191204"
"20191201","2호선","0206","신당",8881,9621,"20191204"
"20191201","2호선","0207","상왕십리",8036,7824,"20191204"
"20191201","2호선","0208","왕십리(성동구청)",12838,11007,"20191204"
"20191201","2호선","0209","한양대",3987,4661,"20191204"
"20191201","2호선","0210","뚝섬",11511,11488,"20191204"
"20191201","2호선","0211","성수",11778,12625,"20191204"
"20191201","2호선","0212","건대입구",32982,34369,"20191204"
"20191201","2호선","0213","구의(광진구청)",13410,13058,"20191204"
"20191201","2호선","0214","강변(동서울터미널)",35174,38525,"20191204"
"20191201","2호선","0215","잠실나루",6787,6852,"20191204"
"20191201","2호선","0216","잠실(송파구청)",59509,55500,"20191204"
"20191201","2호선","0217","잠실새내",13784,14087,"20191204"
"20191201","2호선","0218","종합운동장",7652,8677,"20191204"
"20191201","2호선","0219","삼성(무역센터)",33829,33172,"20191204"
"20191201","2호선","0220","선릉",16292,14140,"20191204"
"20191201","2호선","0221","역삼",14842,15542,"20191204"
"20191201","2호선","0222","강남",51432,50641,"20191204"
"20191201","2호선","0223","교대(법원.검찰청)",13274,14967,"20191204"
"20191201","2호선","0224","서초",17225,16140,"20191204"
"20191201","2호선","0225","방배",8671,9026,"20191204"
"20191201","2호선","0226","사당",27672,29512,"20191204"
"20191201","2호선","0227","낙성대",18648,19330,"20191204"
"20191201","2호선","0228","서울대입구(관악구청)",31140,31815,"20191204"
"20191201","2호선","0229","봉천",14865,14279,"20191204"
"20191201","2호선","0230","신림",46253,45209,"20191204"
"20191201","2호선","0231","신대방",18682,18185,"20191204"
"20191201","2호선","0232","구로디지털단지",32072,31455,"20191204"
"20191201","2호선","0233","대림(구로구청)",21986,22580,"20191204"
"20191201","2호선","0234","신도림",39492,39606,"20191204"
"20191201","2호선","0235","문래",9216,9404,"20191204"
"20191201","2호선","0236","영등포구청",9909,10105,"20191204"
"20191201","2호선","0237","당산",10416,11440,"20191204"
"20191201","2호선","0238","합정",25612,25824,"20191204"
"20191201","2호선","0239","홍대입구",68859,67038,"20191204"
"20191201","2호선","0240","신촌",33612,32732,"20191204"
"20191201","2호선","0241","이대",11186,11720,"20191204"
"20191201","2호선","0242","아현",6167,6477,"20191204"
"20191201","2호선","0243","충정로(경기대입구)",5239,5510,"20191204"
"20191201","2호선","0244","용답",1815,1901,"20191204"
"20191201","2호선","0245","신답",778,839,"20191204"
"20191201","2호선","0246","신설동",3385,3081,"20191204"
"20191201","2호선","0247","도림천",493,469,"20191204"
"20191201","2호선","0248","양천구청",3702,3903,"20191204"
"20191201","2호선","0249","신정네거리",5720,5763,"20191204"
"20191201","2호선","0250","용두(동대문구청)",1285,1367,"20191204"
"20191201","3호선","0309","지축",793,864,"20191204"
"20191201","3호선","0310","구파발",13229,13376,"20191204"
"20191201","3호선","0311","연신내",25977,24748,"20191204"
"20191201","3호선","0312","불광",11286,12633,"20191204"
"20191201","3호선","0313","녹번",7658,6880,"20191204"
"20191201","3호선","0314","홍제",10974,10791,"20191204"
"20191201","3호선","0315","무악재",2196,2367,"20191204"
"20191201","3호선","0316","독립문",4990,5385,"20191204"
"20191201","3호선","0317","경복궁(정부서울청사)",14029,13756,"20191204"
"20191201","3호선","0318","안국",13196,13566,"20191204"
"20191201","3호선","0319","종로3가",4815,6479,"20191204"
"20191201","3호선","0320","을지로3가",4416,4397,"20191204"
"20191201","3호선","0321","충무로",2,0,"20191204"
"20191201","3호선","0322","동대입구",7807,8088,"20191204"
"20191201","3호선","0323","약수",8390,7954,"20191204"
"20191201","3호선","0324","금호",5036,4706,"20191204"
"20191201","3호선","0325","옥수",5446,5867,"20191204"
"20191201","3호선","0326","압구정",19000,19368,"20191204"
"20191201","3호선","0327","신사",18120,18435,"20191204"
"20191201","3호선","0328","잠원",3259,3218,"20191204"
"20191201","3호선","0329","고속터미널",60258,59318,"20191204"
"20191201","3호선","0330","교대(법원.검찰청)",5115,3054,"20191204"
"20191201","3호선","0331","남부터미널(예술의전당)",20633,22788,"20191204"
"20191201","3호선","0332","양재(서초구청)",19076,20729,"20191204"
"20191201","3호선","0333","매봉",4767,4592,"20191204"
"20191201","3호선","0334","도곡",2843,2989,"20191204"
"20191201","3호선","0335","대치",6209,5716,"20191204"
"20191201","3호선","0336","학여울",1712,1812,"20191204"
"20191201","3호선","0337","대청",5084,4689,"20191204"
"20191201","3호선","0338","일원",4483,4861,"20191204"
"20191201","3호선","0339","수서",12735,12793,"20191204"
"20191201","3호선","0340","가락시장",5006,5136,"20191204"
"20191201","3호선","0341","경찰병원",3519,3517,"20191204"
"20191201","3호선","0342","오금",3694,3390,"20191204"
"20191201","4호선","0409","당고개",8227,7868,"20191204"
"20191201","4호선","0410","상계",11617,10707,"20191204"
"20191201","4호선","0411","노원",14866,16095,"20191204"
"20191201","4호선","0412","창동",18232,19283,"20191204"
"20191201","4호선","0413","쌍문",19651,17463,"20191204"
"20191201","4호선","0414","수유(강북구청)",24299,23493,"20191204"
"20191201","4호선","0415","미아(서울사이버대학)",10406,9538,"20191204"
"20191201","4호선","0416","미아사거리",19687,19021,"20191204"
"20191201","4호선","0417","길음",12778,12461,"20191204"
"20191201","4호선","0418","성신여대입구(돈암)",15729,14880,"20191204"
"20191201","4호선","0419","한성대입구(삼선교)",9821,9962,"20191204"
"20191201","4호선","0420","혜화",30334,31785,"20191204"
"20191201","4호선","0421","동대문",10116,10666,"20191204"
"20191201","4호선","0422","동대문역사문화공원",16008,14350,"20191204"
"20191201","4호선","0423","충무로",13475,13080,"20191204"
"20191201","4호선","0424","명동",28857,30340,"20191204"
"20191201","4호선","0425","회현(남대문시장)",12901,13217,"20191204"
"20191201","4호선","0426","서울역",6877,18251,"20191204"
"20191201","4호선","0427","숙대입구(갈월)",10151,9760,"20191204"
"20191201","4호선","0428","삼각지",2820,3410,"20191204"
"20191201","4호선","0429","신용산",9289,9582,"20191204"
"20191201","4호선","0430","이촌(국립중앙박물관)",6687,7086,"20191204"
"20191201","4호선","0431","동작(현충원)",1159,1246,"20191204"
"20191201","4호선","0432","총신대입구(이수)",12538,13484,"20191204"
"20191201","4호선","0433","사당",18827,17339,"20191204"
"20191201","4호선","0434","남태령",935,631,"20191204"
"20191201","경부선","1001","서울역",8387,1548,"20191204"
"20191201","경부선","1002","남영",5939,6236,"20191204"
"20191201","경부선","1003","용산",41605,39165,"20191204"
"20191201","경부선","1004","노량진",8468,7706,"20191204"
"20191201","경부선","1005","대방",8305,8604,"20191204"
"20191201","경부선","1006","영등포",46587,45106,"20191204"
"20191201","경부선","1007","신도림",2222,2557,"20191204"
"20191201","경부선","1032","신길",5952,5002,"20191204"
"20191201","경부선","1701","구로",11526,11263,"20191204"
"20191201","경부선","1702","가산디지털단지",5517,7611,"20191204"
"20191201","경부선","1703","금천구청",7114,7040,"20191204"
"20191201","경부선","1704","석수",6396,5862,"20191204"
"20191201","경부선","1705","관악",5631,5379,"20191204"
"20191201","경부선","1706","안양",19254,18452,"20191204"
"20191201","경부선","1707","명학",4468,4541,"20191204"
"20191201","경부선","1708","금정",16399,16792,"20191204"
"20191201","경부선","1709","군포",3929,3667,"20191204"
"20191201","경부선","1710","의왕",4966,4972,"20191204"
"20191201","경부선","1711","성균관대",9711,10281,"20191204"
"20191201","경부선","1712","화서",4916,4844,"20191204"
"20191201","경부선","1713","수원",42463,42054,"20191204"
"20191201","경부선","1714","독산",6770,6910,"20191204"
"20191201","경부선","1715","세류",3069,3101,"20191204"
"20191201","경부선","1716","병점",10510,11918,"20191204"
"20191201","경부선","1717","세마",3004,2625,"20191204"
"20191201","경부선","1718","오산대",2207,2145,"20191204"
"20191201","경부선","1719","오산",8921,9364,"20191204"
"20191201","경부선","1720","진위",933,892,"20191204"
"20191201","경부선","1721","송탄",4065,4827,"20191204"
"20191201","경부선","1722","서정리",4050,5743,"20191204"
"20191201","경부선","1723","지제",2344,2282,"20191204"
"20191201","경부선","1724","평택",12901,14258,"20191204"
"20191201","경부선","1725","성환",2941,3939,"20191204"
"20191201","경부선","1726","직산",645,787,"20191204"
"20191201","경부선","1727","두정",4466,6138,"20191204"
"20191201","경부선","1728","천안",7081,7019,"20191204"
"20191201","경부선","1729","당정",3900,3851,"20191204"
"20191201","경부선","1749","서동탄",1143,1132,"20191204"
"20191201","경부선","1750","광명",2815,1841,"20191204"
"20191201","경인선","1801","개봉",14815,14718,"20191204"
"20191201","경인선","1802","오류동",9026,8172,"20191204"
"20191201","경인선","1803","역곡",17583,17578,"20191204"
"20191201","경인선","1804","부천",28525,27661,"20191204"
"20191201","경인선","1805","송내",16940,16537,"20191204"
"20191201","경인선","1806","부평",28025,27883,"20191204"
"20191201","경인선","1807","백운",5571,5304,"20191204"
"20191201","경인선","1808","동암",11807,11490,"20191204"
"20191201","경인선","1809","주안",15781,13953,"20191204"
"20191201","경인선","1810","제물포",6435,6343,"20191204"
"20191201","경인선","1811","동인천",11509,10946,"20191204"
"20191201","경인선","1812","인천",2963,2331,"20191204"
"20191201","경인선","1813","구일",3687,3626,"20191204"
"20191201","경인선","1814","소사",8060,7700,"20191204"
"20191201","경인선","1815","부개",5776,5472,"20191204"
