"사용일자","호선명","역ID","역명","승차총승객수","하차총승객수","등록일자"
"20191104","5호선","2554","상일동",17136,14267,"20191107"
"20191104","5호선","2555","둔촌동",10194,10385,"20191107"
"20191104","5호선","2556","올림픽공원(한국체대)",5711,5160,"20191107"
"20191104","5호선","2557","방이",8356,8573,"20191107"
"20191104","5호선","2558","오금",4445,4531,"20191107"
"20191104","5호선","2559","개롱",8118,8323,"20191107"
"20191104","5호선","2560","거여",9363,8773,"20191107"
"20191104","5호선","2561","마천",6307,6174,"20191107"
"20191104","6호선","2611","응암",21095,20527,"20191107"
"20191104","6호선","2612","역촌",4691,5311,"20191107"
"20191104","6호선","2613","불광",5353,5496,"20191107"
"20191104","6호선","2614","독바위",3390,3480,"20191107"
"20191104","6호선","2615","연신내",2,0,"20191107"
"20191104","6호선","2616","구산",9224,6860,"20191107"
"20191104","6호선","2617","새절(신사)",16561,15602,"20191107"
"20191104","6호선","2618","증산(명지대앞)",12128,11833,"20191107"
"20191104","6호선","2619","디지털미디어시티",17039,18348,"20191107"
"20191104","6호선","2620","월드컵경기장(성산)",8729,9203,"20191107"
"20191104","6호선","2621","마포구청",17125,15210,"20191107"
"20191104","6호선","2622","망원",15549,16566,"20191107"
"20191104","6호선","2623","합정",15059,14806,"20191107"
"20191104","6호선","2624","상수",10879,12038,"20191107"
"20191104","6호선","2625","광흥창(서강)",11389,11055,"20191107"
"20191104","6호선","2626","대흥(서강대앞)",11044,11614,"20191107"
"20191104","6호선","2627","공덕",22276,22038,"20191107"
"20191104","6호선","2628","효창공원앞",8570,7800,"20191107"
"20191104","6호선","2629","삼각지",6962,6053,"20191107"
"20191104","6호선","2630","녹사평(용산구청)",5765,5540,"20191107"
"20191104","6호선","2631","이태원",13484,13832,"20191107"
"20191104","6호선","2632","한강진",8138,9311,"20191107"
"20191104","6호선","2633","버티고개",2940,2694,"20191107"
"20191104","6호선","2634","약수",4676,4493,"20191107"
"20191104","6호선","2635","청구",4296,4833,"20191107"
"20191104","6호선","2636","신당",9627,10577,"20191107"
"20191104","6호선","2637","동묘앞",9644,10412,"20191107"
"20191104","6호선","2638","창신",4522,3796,"20191107"
"20191104","6호선","2639","보문",8851,8140,"20191107"
"20191104","6호선","2640","안암(고대병원앞)",17126,17800,"20191107"
"20191104","6호선","2641","고려대(종암)",11816,11475,"20191107"
"20191104","6호선","2642","월곡(동덕여대)",15610,15053,"20191107"
"20191104","6호선","2643","상월곡(한국과학기술연구원)",8007,7687,"20191107"
"20191104","6호선","2644","돌곶이",10413,9763,"20191107"
"20191104","6호선","2645","석계",15412,16170,"20191107"
"20191104","6호선","2646","태릉입구",6428,8006,"20191107"
"20191104","6호선","2647","화랑대(서울여대입구)",15926,12164,"20191107"
"20191104","6호선","2648","봉화산(서울의료원)",12041,10705,"20191107"
"20191104","7호선","2711","장암",3140,959,"20191107"
"20191104","7호선","2712","도봉산",11602,13282,"20191107"
"20191104","7호선","2713","수락산",14961,14863,"20191107"
"20191104","7호선","2714","마들",14194,13297,"20191107"
"20191104","7호선","2715","노원",23104,24756,"20191107"
"20191104","7호선","2716","중계",19094,17687,"20191107"
"20191104","7호선","2717","하계",22369,21068,"20191107"
"20191104","7호선","2718","공릉(서울과학기술대)",15042,15203,"20191107"
"20191104","7호선","2719","태릉입구",10598,10127,"20191107"
"20191104","7호선","2720","먹골",12055,11731,"20191107"
"20191104","7호선","2721","중화",13346,12885,"20191107"
"20191104","7호선","2722","상봉(시외버스터미널)",19729,18447,"20191107"
"20191104","7호선","2723","면목",19620,18946,"20191107"
"20191104","7호선","2724","사가정",18118,18122,"20191107"
"20191104","7호선","2725","용마산",7185,6750,"20191107"
"20191104","7호선","2726","중곡",12152,11122,"20191107"
"20191104","7호선","2727","군자(능동)",16570,12961,"20191107"
"20191104","7호선","2728","어린이대공원(세종대)",19649,20579,"20191107"
"20191104","7호선","2729","건대입구",16962,17743,"20191107"
"20191104","7호선","2730","뚝섬유원지",8811,8684,"20191107"
"20191104","7호선","2731","청담",23644,26699,"20191107"
"20191104","7호선","2732","강남구청",17328,19443,"20191107"
"20191104","7호선","2733","학동",26251,28205,"20191107"
"20191104","7호선","2734","논현",23256,25156,"20191107"
"20191104","7호선","2735","반포",7506,7510,"20191107"
"20191104","7호선","2736","고속터미널",21353,18196,"20191107"
"20191104","7호선","2737","내방",16960,17490,"20191107"
"20191104","7호선","2738","이수",19086,18762,"20191107"
"20191104","7호선","2739","남성",13949,13063,"20191107"
"20191104","7호선","2740","숭실대입구(살피재)",19618,19818,"20191107"
"20191104","7호선","2741","상도",14505,14552,"20191107"
"20191104","7호선","2742","장승배기",12557,12199,"20191107"
"20191104","7호선","2743","신대방삼거리",19731,18990,"20191107"
"20191104","7호선","2744","보라매",11339,11444,"20191107"
"20191104","7호선","2745","신풍",13352,12767,"20191107"
"20191104","7호선","2746","대림(구로구청)",10628,10586,"20191107"
"20191104","7호선","2747","남구로",19220,20098,"20191107"
"20191104","7호선","2748","가산디지털단지",50822,51245,"20191107"
"20191104","7호선","2749","철산",26559,27159,"20191107"
"20191104","7호선","2750","광명사거리",28979,28141,"20191107"
"20191104","7호선","2751","천왕",11864,10915,"20191107"
"20191104","7호선","2752","온수(성공회대입구)",13377,12885,"20191107"
"20191104","7호선","2753","까치울",8792,8447,"20191107"
"20191104","7호선","2754","부천종합운동장",5797,4695,"20191107"
"20191104","7호선","2755","춘의",10844,10626,"20191107"
"20191104","7호선","2756","신중동",17097,16828,"20191107"
"20191104","7호선","2757","부천시청",13724,13494,"20191107"
"20191104","7호선","2758","상동",15490,16039,"20191107"
"20191104","7호선","2759","삼산체육관",6075,5534,"20191107"
"20191104","7호선","2760","굴포천",10596,11140,"20191107"
"20191104","7호선","2761","부평구청",14206,11282,"20191107"
"20191104","8호선","2811","암사",21742,18996,"20191107"
"20191104","8호선","2812","천호(풍납토성)",19210,21728,"20191107"
"20191104","8호선","2813","강동구청",12413,12653,"20191107"
"20191104","8호선","2814","몽촌토성(평화의문)",6514,6757,"20191107"
"20191104","8호선","2815","잠실(송파구청)",15997,18611,"20191107"
"20191104","8호선","2816","석촌",9004,10410,"20191107"
"20191104","8호선","2817","송파",11190,10567,"20191107"
"20191104","8호선","2818","가락시장",8841,10135,"20191107"
"20191104","8호선","2819","문정",23811,24780,"20191107"
"20191104","8호선","2820","장지",20439,19324,"20191107"
"20191104","8호선","2821","복정",13479,11333,"20191107"
"20191104","8호선","2822","산성",6754,6732,"20191107"
"20191104","8호선","2823","남한산성입구(성남법원.검찰청)",18012,17028,"20191107"
"20191104","8호선","2824","단대오거리",13259,12023,"20191107"
"20191104","8호선","2825","신흥",5201,5665,"20191107"
"20191104","8호선","2826","수진",6475,5924,"20191107"
"20191104","8호선","2827","모란",7188,5408,"20191107"
"20191104","9호선","4101","개화",3631,2370,"20191107"
"20191104","9호선","4102","김포공항",9527,12758,"20191107"
"20191104","9호선","4103","공항시장",3275,3728,"20191107"
"20191104","9호선","4104","신방화",8099,7898,"20191107"
"20191104","9호선","4105","마곡나루",11136,11255,"20191107"
"20191104","9호선","4106","양천향교",10102,10418,"20191107"
"20191104","9호선","4107","가양",24788,24035,"20191107"
"20191104","9호선","4108","증미",7808,7967,"20191107"
"20191104","9호선","4109","등촌",11888,11966,"20191107"
"20191104","9호선","4110","염창",20251,19565,"20191107"
"20191104","9호선","4111","신목동",4630,4109,"20191107"
"20191104","9호선","4112","선유도",8256,8103,"20191107"
"20191104","9호선","4113","당산",20669,20483,"20191107"
"20191104","9호선","4114","국회의사당",19267,19087,"20191107"
"20191104","9호선","4115","여의도",27638,27607,"20191107"
"20191104","9호선","4116","샛강",6374,6500,"20191107"
"20191104","9호선","4117","노량진",31872,32299,"20191107"
"20191104","9호선","4118","노들",5084,4377,"20191107"
"20191104","9호선","4119","흑석(중앙대입구)",12178,12847,"20191107"
"20191104","9호선","4120","동작(현충원)",2949,1822,"20191107"
"20191104","9호선","4121","구반포",3378,3536,"20191107"
"20191104","9호선","4122","신반포",3483,3388,"20191107"
"20191104","9호선","4123","고속터미널",13989,19925,"20191107"
"20191104","9호선","4124","사평",3719,3574,"20191107"
"20191104","9호선","4125","신논현",36154,36604,"20191107"
"20191104","공항철도 1호선","4201","서울역",14424,11692,"20191107"
"20191104","공항철도 1호선","4202","공덕",2837,3510,"20191107"
"20191104","공항철도 1호선","4203","홍대입구",12611,11579,"20191107"
"20191104","공항철도 1호선","4204","디지털미디어시티",15923,13818,"20191107"
"20191104","공항철도 1호선","4206","마곡나루",7816,7185,"20191107"
"20191104","공항철도 1호선","4207","김포공항",11633,7569,"20191107"
"20191104","공항철도 1호선","4208","계양",11857,10614,"20191107"
"20191104","공항철도 1호선","4209","검암",9199,8777,"20191107"
"20191104","공항철도 1호선","4210","청라국제도시",7986,7243,"20191107"
"20191104","공항철도 1호선","4211","운서",7865,8170,"20191107"
"20191104","공항철도 1호선","4212","공항화물청사",2747,3088,"20191107"
"20191104","공항철도 1호선","4213","인천공항1터미널",16306,17499,"20191107"
"20191104","공항철도 1호선","4215","인천공항2터미널",5417,5366,"20191107"
"20191104","공항철도 1호선","4217","영종",3191,3160,"20191107"
"20191104","9호선2~3단계","4126","언주",10416,10444,"20191107"
"20191104","9호선2~3단계","4127","선정릉",10440,11290,"20191107"
"20191104","9호선2~3단계","4128","삼성중앙",7193,7374,"20191107"
"20191104","9호선2~3단계","4129","봉은사",19313,19513,"20191107"
"20191104","9호선2~3단계","4130","종합운동장",4950,4659,"20191107"
"20191104","9호선2~3단계","4131","삼전",6270,6248,"20191107"
"20191104","9호선2~3단계","4132","석촌고분",5637,5582,"20191107"
"20191104","9호선2~3단계","4133","석촌",7845,6791,"20191107"
"20191104","9호선2~3단계","4134","송파나루",4076,4297,"20191107"
"20191104","9호선2~3단계","4135","한성백제",2563,2265,"20191107"
"20191104","9호선2~3단계","4136","올림픽공원(한국체대)",6327,6484,"20191107"
"20191104","9호선2~3단계","4137","둔촌오륜",1175,1044,"20191107"
"20191104","9호선2~3단계","4138","중앙보훈병원",10484,9506,"20191107"
"20191104","우이신설선","4701","북한산우이",3456,3034,"20191107"
"20191104","우이신설선","4702","솔밭공원",2782,2786,"20191107"
"20191104","우이신설선","4703","4.19민주묘지",4024,4177,"20191107"
"20191104","우이신설선","4704","가오리",4786,4669,"20191107"
"20191104","우이신설선","4705","화계",3921,3642,"20191107"
"20191104","우이신설선","4706","삼양",2268,2478,"20191107"
"20191104","우이신설선","4707","삼양사거리",2818,2898,"20191107"
"20191104","우이신설선","4708","솔샘",6685,6171,"20191107"
"20191104","우이신설선","4709","북한산보국문",7019,6729,"20191107"
"20191104","우이신설선","4710","정릉",5147,4842,"20191107"
"20191104","우이신설선","4711","성신여대입구(돈암)",3908,4488,"20191107"
"20191104","우이신설선","4712","보문",1819,1807,"20191107"
"20191104","우이신설선","4713","신설동",2596,2552,"20191107"
"20191104","1호선","0150","서울역",60551,57801,"20191107"
"20191105","공항철도 1호선","4217","영종",3064,3103,"20191108"
"20191105","우이신설선","4713","신설동",2537,2467,"20191108"
"20191105","우이신설선","4712","보문",1871,1898,"20191108"
"20191105","우이신설선","4711","성신여대입구(돈암)",4192,4646,"20191108"
"20191105","우이신설선","4710","정릉",5284,4833,"20191108"
"20191105","우이신설선","4709","북한산보국문",7218,6755,"20191108"
"20191105","우이신설선","4708","솔샘",6708,6287,"20191108"
"20191105","우이신설선","4707","삼양사거리",2837,2834,"20191108"
"20191105","우이신설선","4706","삼양",2428,2650,"20191108"
"20191105","우이신설선","4705","화계",3885,3666,"20191108"
"20191105","우이신설선","4704","가오리",4944,4920,"20191108"
"20191105","우이신설선","4703","4.19민주묘지",4238,4238,"20191108"
"20191105","우이신설선","4702","솔밭공원",2826,2754,"20191108"
"20191105","우이신설선","4701","북한산우이",3375,3061,"20191108"
"20191105","9호선2~3단계","4138","중앙보훈병원",10518,9746,"20191108"
"20191105","9호선2~3단계","4137","둔촌오륜",1237,1098,"20191108"
"20191105","9호선2~3단계","4136","올림픽공원(한국체대)",6806,6958,"20191108"
"20191105","9호선2~3단계","4135","한성백제",2748,2488,"20191108"
"20191105","9호선2~3단계","4134","송파나루",4319,4538,"20191108"
"20191105","9호선2~3단계","4133","석촌",8103,6986,"20191108"
"20191105","9호선2~3단계","4132","석촌고분",5504,5489,"20191108"
"20191105","9호선2~3단계","4131","삼전",6404,6296,"20191108"
"20191105","9호선2~3단계","4130","종합운동장",5165,4778,"20191108"
"20191105","9호선2~3단계","4129","봉은사",19457,19683,"20191108"
"20191105","9호선2~3단계","4128","삼성중앙",7244,7582,"20191108"
"20191105","9호선2~3단계","4127","선정릉",10474,11371,"20191108"
"20191105","9호선2~3단계","4126","언주",10646,10695,"20191108"
"20191105","1호선","0150","서울역",59995,57547,"20191108"
"20191105","1호선","0151","시청",32261,32457,"20191108"
"20191105","1호선","0152","종각",49734,48441,"20191108"
"20191105","1호선","0153","종로3가",36204,33538,"20191108"
"20191105","1호선","0154","종로5가",30228,30507,"20191108"
"20191105","1호선","0155","동대문",14915,16008,"20191108"
"20191105","1호선","0156","신설동",18676,18376,"20191108"
"20191105","1호선","0157","제기동",23264,23939,"20191108"
"20191105","1호선","0158","청량리(서울시립대입구)",27287,27805,"20191108"
"20191105","1호선","0159","동묘앞",10609,11113,"20191108"
"20191105","2호선","0201","시청",32184,31123,"20191108"
"20191105","2호선","0202","을지로입구",57866,57994,"20191108"
"20191105","2호선","0203","을지로3가",27569,27201,"20191108"
"20191105","2호선","0204","을지로4가",15868,16045,"20191108"
"20191105","2호선","0205","동대문역사문화공원",19199,21865,"20191108"
"20191105","2호선","0206","신당",16839,17344,"20191108"
"20191105","2호선","0207","상왕십리",17011,16355,"20191108"
"20191105","2호선","0208","왕십리(성동구청)",22173,16947,"20191108"
"20191105","2호선","0209","한양대",16438,19086,"20191108"
"20191105","2호선","0210","뚝섬",24220,25849,"20191108"
"20191105","2호선","0211","성수",36413,39315,"20191108"
"20191105","2호선","0212","건대입구",45425,49233,"20191108"
"20191105","2호선","0213","구의(광진구청)",28449,27372,"20191108"
"20191105","2호선","0214","강변(동서울터미널)",42277,41284,"20191108"
"20191105","2호선","0215","잠실나루",19550,19166,"20191108"
"20191105","2호선","0216","잠실(송파구청)",87119,84936,"20191108"
"20191105","2호선","0217","잠실새내",26813,26596,"20191108"
"20191105","2호선","0218","종합운동장",10960,12375,"20191108"
"20191105","2호선","0219","삼성(무역센터)",66332,68332,"20191108"
"20191105","2호선","0220","선릉",69005,61685,"20191108"
"20191105","2호선","0221","역삼",60251,67628,"20191108"
"20191105","2호선","0222","강남",106763,108023,"20191108"
"20191105","2호선","0223","교대(법원.검찰청)",44289,50584,"20191108"
"20191105","2호선","0224","서초",27117,27016,"20191108"
"20191105","2호선","0225","방배",25813,26590,"20191108"
"20191105","2호선","0226","사당",47910,51838,"20191108"
"20191105","2호선","0227","낙성대",33848,33029,"20191108"
"20191105","2호선","0228","서울대입구(관악구청)",59951,58002,"20191108"
"20191105","2호선","0229","봉천",29505,26979,"20191108"
"20191105","2호선","0230","신림",76628,74469,"20191108"
"20191105","2호선","0231","신대방",32740,31540,"20191108"
"20191105","2호선","0232","구로디지털단지",75376,75404,"20191108"
"20191105","2호선","0233","대림(구로구청)",32494,33362,"20191108"
"20191105","2호선","0234","신도림",64009,63404,"20191108"
"20191105","2호선","0235","문래",25072,25181,"20191108"
"20191105","2호선","0236","영등포구청",27231,27459,"20191108"
"20191105","2호선","0237","당산",25605,29028,"20191108"
"20191105","2호선","0238","합정",36718,38280,"20191108"
"20191105","2호선","0239","홍대입구",72479,76181,"20191108"
"20191105","2호선","0240","신촌",49717,50638,"20191108"
"20191105","2호선","0241","이대",22913,25000,"20191108"
"20191105","2호선","0242","아현",12873,12584,"20191108"
"20191105","2호선","0243","충정로(경기대입구)",13140,14255,"20191108"
"20191105","2호선","0244","용답",3162,3356,"20191108"
"20191105","2호선","0245","신답",1863,2133,"20191108"
"20191105","2호선","0246","신설동",4379,4134,"20191108"
"20191105","2호선","0247","도림천",1496,1624,"20191108"
"20191105","2호선","0248","양천구청",8972,9469,"20191108"
"20191105","2호선","0249","신정네거리",11740,12078,"20191108"
"20191105","2호선","0250","용두(동대문구청)",2780,2901,"20191108"
"20191105","3호선","0309","지축",1600,1677,"20191108"
"20191105","3호선","0310","구파발",26791,24748,"20191108"
"20191105","3호선","0311","연신내",47337,44776,"20191108"
"20191105","3호선","0312","불광",21516,22858,"20191108"
"20191105","3호선","0313","녹번",16921,15104,"20191108"
"20191105","3호선","0314","홍제",22510,21515,"20191108"
"20191105","3호선","0315","무악재",4815,5008,"20191108"
"20191105","3호선","0316","독립문",9984,10285,"20191108"
"20191105","3호선","0317","경복궁(정부서울청사)",28380,28512,"20191108"
"20191105","3호선","0318","안국",30343,32352,"20191108"
"20191105","3호선","0319","종로3가",12928,15071,"20191108"
"20191105","3호선","0320","을지로3가",13360,13956,"20191108"
"20191105","3호선","0322","동대입구",14226,16594,"20191108"
"20191105","3호선","0323","약수",16512,16075,"20191108"
"20191105","3호선","0324","금호",10022,9299,"20191108"
"20191105","3호선","0325","옥수",11450,11813,"20191108"
"20191105","3호선","0326","압구정",38720,41789,"20191108"
"20191105","3호선","0327","신사",35116,37647,"20191108"
"20191105","3호선","0328","잠원",8082,7548,"20191108"
"20191105","3호선","0329","고속터미널",51386,49128,"20191108"
"20191105","3호선","0330","교대(법원.검찰청)",18265,11998,"20191108"
"20191105","3호선","0331","남부터미널(예술의전당)",35764,36927,"20191108"
"20191105","3호선","0332","양재(서초구청)",49148,53074,"20191108"
"20191105","3호선","0333","매봉",14123,13435,"20191108"
"20191105","3호선","0334","도곡",7078,6919,"20191108"
"20191105","3호선","0335","대치",14176,14027,"20191108"
"20191105","3호선","0336","학여울",2338,2368,"20191108"
"20191105","3호선","0337","대청",12871,11445,"20191108"
"20191105","3호선","0338","일원",12816,12937,"20191108"
"20191105","3호선","0339","수서",20670,20508,"20191108"
"20191105","3호선","0340","가락시장",11681,11392,"20191108"
"20191105","3호선","0341","경찰병원",9520,9464,"20191108"
"20191105","3호선","0342","오금",8236,7258,"20191108"
"20191105","4호선","0409","당고개",15121,14144,"20191108"
"20191105","4호선","0410","상계",24414,21739,"20191108"
"20191105","4호선","0411","노원",24117,27117,"20191108"
"20191105","4호선","0412","창동",33150,35767,"20191108"
"20191105","4호선","0413","쌍문",37625,34052,"20191108"
"20191105","4호선","0414","수유(강북구청)",42748,42221,"20191108"
"20191105","4호선","0415","미아(서울사이버대학)",19556,18622,"20191108"
"20191105","4호선","0416","미아사거리",34563,33289,"20191108"
"20191105","4호선","0417","길음",28118,27284,"20191108"
"20191105","4호선","0418","성신여대입구(돈암)",27833,26209,"20191108"
"20191105","4호선","0419","한성대입구(삼선교)",19552,18640,"20191108"
"20191105","4호선","0420","혜화",44960,45672,"20191108"
"20191105","4호선","0421","동대문",27645,27929,"20191108"
"20191105","4호선","0422","동대문역사문화공원",22777,21081,"20191108"
"20191105","4호선","0423","충무로",39916,40422,"20191108"
"20191105","4호선","0424","명동",41141,43092,"20191108"
"20191105","4호선","0425","회현(남대문시장)",35447,37801,"20191108"
"20191105","4호선","0426","서울역",16300,24496,"20191108"
"20191105","4호선","0427","숙대입구(갈월)",19879,19524,"20191108"
"20191105","4호선","0428","삼각지",6038,6727,"20191108"
"20191105","4호선","0429","신용산",19044,19948,"20191108"
"20191105","4호선","0430","이촌(국립중앙박물관)",10152,11245,"20191108"
"20191105","4호선","0431","동작(현충원)",2857,3117,"20191108"
"20191105","4호선","0432","총신대입구(이수)",24361,26950,"20191108"
"20191105","4호선","0433","사당",32254,27921,"20191108"
"20191105","4호선","0434","남태령",1669,1438,"20191108"
"20191105","경부선","1001","서울역",6395,1593,"20191108"
"20191105","경부선","1002","남영",13600,14558,"20191108"
"20191105","경부선","1003","용산",39684,40802,"20191108"
"20191105","경부선","1004","노량진",12668,12060,"20191108"
"20191105","경부선","1005","대방",17210,17412,"20191108"
"20191105","경부선","1006","영등포",47458,50016,"20191108"
"20191105","경부선","1007","신도림",5066,4984,"20191108"
"20191105","경부선","1032","신길",11659,9745,"20191108"
"20191105","경부선","1701","구로",22243,22503,"20191108"
"20191105","경부선","1702","가산디지털단지",21894,24764,"20191108"
"20191105","경부선","1703","금천구청",14676,14304,"20191108"
"20191105","경부선","1704","석수",13946,12277,"20191108"
"20191105","경부선","1705","관악",9783,9300,"20191108"
"20191105","경부선","1706","안양",33253,33305,"20191108"
"20191105","경부선","1707","명학",13237,13321,"20191108"
"20191105","경부선","1708","금정",31295,31585,"20191108"
"20191105","경부선","1709","군포",9484,9243,"20191108"
"20191105","경부선","1710","의왕",11499,11258,"20191108"
"20191105","경부선","1711","성균관대",18816,18574,"20191108"
"20191105","경부선","1712","화서",10159,9961,"20191108"
"20191105","경부선","1713","수원",47179,49910,"20191108"
"20191105","경부선","1714","독산",20407,21484,"20191108"
"20191105","경부선","1715","세류",4283,4028,"20191108"
"20191105","경부선","1716","병점",20006,19455,"20191108"
"20191105","경부선","1717","세마",3392,3129,"20191108"
"20191105","경부선","1718","오산대",4485,4699,"20191108"
"20191105","경부선","1719","오산",11557,10879,"20191108"
"20191105","경부선","1720","진위",2083,1870,"20191108"
"20191105","경부선","1721","송탄",5263,5124,"20191108"
"20191105","경부선","1722","서정리",6798,6612,"20191108"
"20191105","경부선","1723","지제",2953,2883,"20191108"
"20191105","경부선","1724","평택",14962,14670,"20191108"
"20191105","경부선","1725","성환",6705,6561,"20191108"
"20191105","경부선","1726","직산",990,1058,"20191108"
"20191105","경부선","1727","두정",6997,8076,"20191108"
"20191105","경부선","1728","천안",8117,6886,"20191108"
"20191105","경부선","1729","당정",9210,8904,"20191108"
"20191105","경부선","1749","서동탄",2204,1747,"20191108"
"20191105","경부선","1750","광명",3488,2860,"20191108"
"20191105","경인선","1801","개봉",27572,27841,"20191108"
"20191105","경인선","1802","오류동",14490,13553,"20191108"
"20191105","경인선","1803","역곡",37698,37096,"20191108"
"20191105","경인선","1804","부천",42576,42699,"20191108"
"20191105","경인선","1805","송내",38044,37943,"20191108"
"20191105","경인선","1806","부평",37538,40332,"20191108"
"20191105","경인선","1807","백운",9999,9813,"20191108"
"20191105","경인선","1808","동암",20248,20193,"20191108"
"20191105","경인선","1809","주안",26365,24381,"20191108"
"20191105","경인선","1810","제물포",14254,13398,"20191108"
"20191105","경인선","1811","동인천",18299,17348,"20191108"
"20191105","경인선","1812","인천",5419,4227,"20191108"
"20191105","경인선","1813","구일",9130,9197,"20191108"
"20191105","경인선","1814","소사",13322,12693,"20191108"
"20191105","경인선","1815","부개",11202,10418,"20191108"
"20191105","경인선","1816","간석",7668,7325,"20191108"
"20191105","경인선","1817","도원",4819,4894,"20191108"
"20191105","경인선","1821","온수(성공회대입구)",9567,9291,"20191108"
"20191105","경인선","1822","중동",11855,11224,"20191108"
"20191105","경인선","1823","도화",4943,4436,"20191108"
"20191105","경원선","1008","이촌(국립중앙박물관)",4855,3773,"20191108"
"20191105","경원선","1009","서빙고",2318,2046,"20191108"
"20191105","경원선","1010","한남",5535,5293,"20191108"
"20191105","경원선","1011","옥수",78,39,"20191108"
"20191105","경원선","1012","응봉",2242,1905,"20191108"
"20191105","경원선","1013","왕십리(성동구청)",18583,19958,"20191108"
"20191105","경원선","1014","청량리(서울시립대입구)",17401,18917,"20191108"
"20191105","경원선","1016","외대앞",12631,12337,"20191108"
"20191105","경원선","1017","신이문",10794,9691,"20191108"
"20191105","경원선","1018","석계",11251,12659,"20191108"
"20191105","경원선","1019","광운대",12123,11513,"20191108"
"20191105","경원선","1020","월계",9214,8507,"20191108"
"20191105","경원선","1021","녹천",6099,4976,"20191108"
"20191105","경원선","1022","창동",1,0,"20191108"
"20191105","경원선","1901","방학",11895,11403,"20191108"
"20191105","경원선","1902","도봉",7520,7003,"20191108"
"20191105","경원선","1903","도봉산",9443,6101,"20191108"
"20191105","경원선","1904","망월사",11563,11616,"20191108"
"20191105","경원선","1905","회룡",15620,15081,"20191108"
"20191105","경원선","1906","의정부",22184,22970,"20191108"
"20191105","경원선","1907","가능",8208,7994,"20191108"
"20191105","경원선","1908","녹양",6080,5686,"20191108"
"20191105","경원선","1909","양주",10145,9203,"20191108"
"20191105","경원선","1910","덕계",3121,2685,"20191108"
"20191105","경원선","1911","덕정",8439,8196,"20191108"
"20191105","경원선","1912","지행",8569,8533,"20191108"
"20191105","경원선","1913","동두천중앙",4397,4253,"20191108"
"20191105","경원선","1914","보산",1950,1777,"20191108"
"20191105","경원선","1915","동두천",2829,3266,"20191108"
"20191105","경원선","1916","소요산",5111,4399,"20191108"
"20191105","안산선","1751","산본",20600,22097,"20191108"
"20191105","안산선","1752","대야미",5914,5195,"20191108"
"20191105","안산선","1753","반월",5479,5150,"20191108"
"20191105","안산선","1754","상록수",24738,24439,"20191108"
"20191105","안산선","1755","한대앞",10796,10678,"20191108"
"20191105","안산선","1756","중앙",19115,20190,"20191108"
"20191105","안산선","1757","고잔",10078,9852,"20191108"
"20191105","안산선","1758","초지",6330,7080,"20191108"
"20191105","안산선","1759","안산",14899,13277,"20191108"
"20191105","안산선","1760","신길온천",2015,1845,"20191108"
"20191105","안산선","1761","정왕",10265,10886,"20191108"
"20191105","안산선","1762","오이도",12202,11456,"20191108"
"20191105","안산선","1763","수리산",5197,4137,"20191108"
"20191105","과천선","1450","선바위",11474,9548,"20191108"
"20191105","과천선","1451","경마공원",1317,1336,"20191108"
"20191105","과천선","1452","대공원",5378,5469,"20191108"
"20191105","과천선","1453","과천",6215,5532,"20191108"
"20191105","과천선","1454","정부과천청사",13070,12883,"20191108"
"20191105","과천선","1455","인덕원",30288,30871,"20191108"
"20191105","과천선","1456","평촌",21812,21564,"20191108"
"20191105","과천선","1457","범계",33065,32704,"20191108"
"20191105","분당선","1023","선릉",14695,23895,"20191108"
"20191105","분당선","1024","한티",15881,17181,"20191108"
"20191105","분당선","1025","도곡",8279,8472,"20191108"
"20191105","분당선","1026","구룡",2230,2133,"20191108"
"20191105","분당선","1027","개포동",3938,4151,"20191108"
"20191105","분당선","1028","대모산입구",4104,3813,"20191108"
"20191105","분당선","1030","수서",16329,16727,"20191108"
"20191105","분당선","1031","복정",1,0,"20191108"
"20191105","분당선","1846","수원",10246,7031,"20191108"
"20191105","분당선","1847","서울숲",10772,10913,"20191108"
"20191105","분당선","1848","압구정로데오",18224,20591,"20191108"
"20191105","분당선","1849","강남구청",11405,13048,"20191108"
"20191105","분당선","1850","선정릉",9589,10461,"20191108"
"20191105","분당선","1851","가천대",14066,15727,"20191108"
"20191105","분당선","1852","태평",15819,15590,"20191108"
"20191105","분당선","1853","모란",24603,24590,"20191108"
"20191105","분당선","1854","야탑",32420,34626,"20191108"
"20191105","분당선","1855","서현",30505,31076,"20191108"
"20191105","분당선","1856","수내",16002,16144,"20191108"
"20191105","분당선","1857","정자",20083,21629,"20191108"
"20191105","분당선","1858","미금",19800,21600,"20191108"
"20191105","분당선","1859","오리",14772,12466,"20191108"
"20191105","분당선","1860","이매",7468,6998,"20191108"
"20191105","분당선","1861","보정",3323,2787,"20191108"
"20191105","분당선","1862","죽전",19370,20791,"20191108"
"20191105","분당선","1863","구성",6228,6009,"20191108"
"20191105","분당선","1864","신갈",5801,5489,"20191108"
"20191105","분당선","1865","기흥",12968,12417,"20191108"
"20191105","분당선","1866","상갈",6890,6378,"20191108"
"20191105","분당선","1867","청명",5187,4864,"20191108"
"20191105","분당선","1868","영통",11041,11428,"20191108"
"20191105","분당선","1869","망포",16521,15498,"20191108"
"20191105","분당선","1870","매탄권선",5569,5399,"20191108"
"20191105","분당선","1871","수원시청",13126,14397,"20191108"
"20191105","분당선","1872","매교",3087,3152,"20191108"
