"사용일자","호선명","역ID","역명","승차총승객수","하차총승객수","등록일자"
"20191101","9호선2~3단계","4126","언주",11333,11216,"20191104"
"20191101","우이신설선","4713","신설동",2586,2656,"20191104"
"20191101","우이신설선","4712","보문",1903,1853,"20191104"
"20191101","우이신설선","4711","성신여대입구(돈암)",4151,4792,"20191104"
"20191101","우이신설선","4710","정릉",5330,4676,"20191104"
"20191101","우이신설선","4709","북한산보국문",7391,6510,"20191104"
"20191101","우이신설선","4708","솔샘",6761,6109,"20191104"
"20191101","우이신설선","4707","삼양사거리",2725,2810,"20191104"
"20191101","우이신설선","4706","삼양",2312,2455,"20191104"
"20191101","우이신설선","4705","화계",3892,3680,"20191104"
"20191101","우이신설선","4704","가오리",4847,4632,"20191104"
"20191101","우이신설선","4703","4.19민주묘지",3908,3630,"20191104"
"20191101","우이신설선","4702","솔밭공원",2858,2688,"20191104"
"20191101","우이신설선","4701","북한산우이",3445,3117,"20191104"
"20191101","9호선2~3단계","4138","중앙보훈병원",10224,9269,"20191104"
"20191101","9호선2~3단계","4137","둔촌오륜",1283,1074,"20191104"
"20191101","9호선2~3단계","4136","올림픽공원(한국체대)",7692,7803,"20191104"
"20191101","9호선2~3단계","4135","한성백제",2776,2415,"20191104"
"20191101","9호선2~3단계","4134","송파나루",4514,4823,"20191104"
"20191101","9호선2~3단계","4133","석촌",8428,6991,"20191104"
"20191101","9호선2~3단계","4132","석촌고분",5773,5548,"20191104"
"20191101","9호선2~3단계","4131","삼전",6450,6354,"20191104"
"20191101","9호선2~3단계","4130","종합운동장",5385,4988,"20191104"
"20191101","9호선2~3단계","4129","봉은사",21957,21877,"20191104"
"20191101","9호선2~3단계","4128","삼성중앙",7528,7465,"20191104"
"20191101","1호선","0150","서울역",69942,67456,"20191104"
"20191101","1호선","0151","시청",32587,33439,"20191104"
"20191101","1호선","0152","종각",52010,51248,"20191104"
"20191101","1호선","0153","종로3가",36949,34381,"20191104"
"20191101","1호선","0154","종로5가",30788,31401,"20191104"
"20191101","1호선","0155","동대문",15830,17273,"20191104"
"20191101","1호선","0156","신설동",19302,18735,"20191104"
"20191101","1호선","0157","제기동",22630,23001,"20191104"
"20191101","1호선","0158","청량리(서울시립대입구)",27788,28310,"20191104"
"20191101","1호선","0159","동묘앞",10837,11394,"20191104"
"20191101","2호선","0201","시청",33040,31632,"20191104"
"20191101","2호선","0202","을지로입구",61785,61619,"20191104"
"20191101","2호선","0203","을지로3가",29431,29591,"20191104"
"20191101","2호선","0204","을지로4가",16389,16583,"20191104"
"20191101","2호선","0205","동대문역사문화공원",21487,25674,"20191104"
"20191101","2호선","0206","신당",17348,17879,"20191104"
"20191101","2호선","0207","상왕십리",17479,16336,"20191104"
"20191101","2호선","0208","왕십리(성동구청)",23837,19384,"20191104"
"20191101","2호선","0209","한양대",14071,16129,"20191104"
"20191101","2호선","0210","뚝섬",23631,25086,"20191104"
"20191101","2호선","0211","성수",37077,40982,"20191104"
"20191101","2호선","0212","건대입구",50495,57215,"20191104"
"20191101","2호선","0213","구의(광진구청)",28769,27482,"20191104"
"20191101","2호선","0214","강변(동서울터미널)",52733,51565,"20191104"
"20191101","2호선","0215","잠실나루",19308,18488,"20191104"
"20191101","2호선","0216","잠실(송파구청)",99641,97349,"20191104"
"20191101","2호선","0217","잠실새내",28911,29650,"20191104"
"20191101","2호선","0218","종합운동장",10506,11213,"20191104"
"20191101","2호선","0219","삼성(무역센터)",72643,74041,"20191104"
"20191101","2호선","0220","선릉",66590,59958,"20191104"
"20191101","2호선","0221","역삼",59305,67606,"20191104"
"20191101","2호선","0222","강남",113878,119625,"20191104"
"20191101","2호선","0223","교대(법원.검찰청)",43268,49663,"20191104"
"20191101","2호선","0224","서초",26978,26543,"20191104"
"20191101","2호선","0225","방배",21584,22086,"20191104"
"20191101","2호선","0226","사당",50879,56272,"20191104"
"20191101","2호선","0227","낙성대",35465,32454,"20191104"
"20191101","2호선","0228","서울대입구(관악구청)",62455,58787,"20191104"
"20191101","2호선","0229","봉천",29622,26455,"20191104"
"20191101","2호선","0230","신림",80093,77782,"20191104"
"20191101","2호선","0231","신대방",33245,31260,"20191104"
"20191101","2호선","0232","구로디지털단지",76023,76253,"20191104"
"20191101","2호선","0233","대림(구로구청)",32473,33517,"20191104"
"20191101","2호선","0234","신도림",67174,67346,"20191104"
"20191101","2호선","0235","문래",24438,24933,"20191104"
"20191101","2호선","0236","영등포구청",27314,27811,"20191104"
"20191101","2호선","0237","당산",25765,29268,"20191104"
"20191101","2호선","0238","합정",40347,44521,"20191104"
"20191101","2호선","0239","홍대입구",89501,101342,"20191104"
"20191101","2호선","0240","신촌",56350,58504,"20191104"
"20191101","2호선","0241","이대",24825,25408,"20191104"
"20191101","2호선","0242","아현",13344,12286,"20191104"
"20191101","2호선","0243","충정로(경기대입구)",13558,14419,"20191104"
"20191101","2호선","0244","용답",3356,3272,"20191104"
"20191101","2호선","0245","신답",1973,2127,"20191104"
"20191101","2호선","0246","신설동",4574,4463,"20191104"
"20191101","2호선","0247","도림천",1488,1575,"20191104"
"20191101","2호선","0248","양천구청",8693,9020,"20191104"
"20191101","2호선","0249","신정네거리",11441,11968,"20191104"
"20191101","2호선","0250","용두(동대문구청)",2848,2892,"20191104"
"20191101","3호선","0309","지축",1580,1652,"20191104"
"20191101","3호선","0310","구파발",27336,25234,"20191104"
"20191101","3호선","0311","연신내",47871,45470,"20191104"
"20191101","3호선","0312","불광",21392,22976,"20191104"
"20191101","3호선","0313","녹번",17245,14688,"20191104"
"20191101","3호선","0314","홍제",22691,21103,"20191104"
"20191101","3호선","0315","무악재",4745,4868,"20191104"
"20191101","3호선","0316","독립문",9798,9955,"20191104"
"20191101","3호선","0317","경복궁(정부서울청사)",33042,33595,"20191104"
"20191101","3호선","0318","안국",32141,34338,"20191104"
"20191101","3호선","0319","종로3가",13221,16722,"20191104"
"20191101","3호선","0320","을지로3가",14682,15254,"20191104"
"20191101","3호선","0321","충무로",2,0,"20191104"
"20191101","3호선","0322","동대입구",13237,14441,"20191104"
"20191101","3호선","0323","약수",17112,16381,"20191104"
"20191101","3호선","0324","금호",10326,9344,"20191104"
"20191101","3호선","0325","옥수",11901,11958,"20191104"
"20191101","3호선","0326","압구정",39321,42731,"20191104"
"20191101","3호선","0327","신사",38577,42817,"20191104"
"20191101","3호선","0328","잠원",7893,7441,"20191104"
"20191101","3호선","0329","고속터미널",67685,69208,"20191104"
"20191101","3호선","0330","교대(법원.검찰청)",18083,11890,"20191104"
"20191101","3호선","0331","남부터미널(예술의전당)",42098,42264,"20191104"
"20191101","3호선","0332","양재(서초구청)",51242,53874,"20191104"
"20191101","3호선","0333","매봉",14149,13571,"20191104"
"20191101","3호선","0334","도곡",7011,6927,"20191104"
"20191101","3호선","0335","대치",14368,14273,"20191104"
"20191101","3호선","0336","학여울",4766,5224,"20191104"
"20191101","3호선","0337","대청",12534,11134,"20191104"
"20191101","3호선","0338","일원",12085,11741,"20191104"
"20191101","3호선","0339","수서",23173,22302,"20191104"
"20191101","3호선","0340","가락시장",12013,11903,"20191104"
"20191101","3호선","0341","경찰병원",9181,9095,"20191104"
"20191101","3호선","0342","오금",8094,7154,"20191104"
"20191101","4호선","0409","당고개",15308,14131,"20191104"
"20191101","4호선","0410","상계",24671,21817,"20191104"
"20191101","4호선","0411","노원",25284,29304,"20191104"
"20191101","4호선","0412","창동",33955,36317,"20191104"
"20191101","4호선","0413","쌍문",37499,33362,"20191104"
"20191101","4호선","0414","수유(강북구청)",44427,44177,"20191104"
"20191101","4호선","0415","미아(서울사이버대학)",20392,19262,"20191104"
"20191101","4호선","0416","미아사거리",35705,34921,"20191104"
"20191101","4호선","0417","길음",28003,26040,"20191104"
"20191101","4호선","0418","성신여대입구(돈암)",28953,27200,"20191104"
"20191101","4호선","0419","한성대입구(삼선교)",19523,18175,"20191104"
"20191101","4호선","0420","혜화",49223,49645,"20191104"
"20191101","4호선","0421","동대문",28917,29668,"20191104"
"20191101","4호선","0422","동대문역사문화공원",26221,24052,"20191104"
"20191101","4호선","0423","충무로",41482,42638,"20191104"
"20191101","4호선","0424","명동",42863,46540,"20191104"
"20191101","4호선","0425","회현(남대문시장)",35783,38675,"20191104"
"20191101","4호선","0426","서울역",16894,29380,"20191104"
"20191101","4호선","0427","숙대입구(갈월)",19305,18968,"20191104"
"20191101","4호선","0428","삼각지",6159,7171,"20191104"
"20191101","4호선","0429","신용산",21087,22079,"20191104"
"20191101","4호선","0430","이촌(국립중앙박물관)",10164,11149,"20191104"
"20191101","4호선","0431","동작(현충원)",3046,3347,"20191104"
"20191101","4호선","0432","총신대입구(이수)",25460,27937,"20191104"
"20191101","4호선","0433","사당",34535,30048,"20191104"
"20191101","4호선","0434","남태령",1951,1525,"20191104"
"20191101","경부선","1001","서울역",9627,2325,"20191104"
"20191101","경부선","1002","남영",13443,14166,"20191104"
"20191101","경부선","1003","용산",49673,52489,"20191104"
"20191101","경부선","1004","노량진",14069,12962,"20191104"
"20191101","경부선","1005","대방",17583,17280,"20191104"
"20191101","경부선","1006","영등포",54790,58496,"20191104"
"20191101","경부선","1007","신도림",5049,5155,"20191104"
"20191101","경부선","1032","신길",11754,9561,"20191104"
"20191101","경부선","1701","구로",21996,22850,"20191104"
"20191101","경부선","1702","가산디지털단지",21494,24568,"20191104"
"20191101","경부선","1703","금천구청",14740,14376,"20191104"
"20191101","경부선","1704","석수",13901,12028,"20191104"
"20191101","경부선","1705","관악",9875,9286,"20191104"
"20191101","경부선","1706","안양",32961,33876,"20191104"
"20191101","경부선","1707","명학",11937,11958,"20191104"
"20191101","경부선","1708","금정",31431,32019,"20191104"
"20191101","경부선","1709","군포",9284,9102,"20191104"
"20191101","경부선","1710","의왕",11607,11130,"20191104"
"20191101","경부선","1711","성균관대",20038,18712,"20191104"
"20191101","경부선","1712","화서",9841,9772,"20191104"
"20191101","경부선","1713","수원",52081,56598,"20191104"
"20191101","경부선","1714","독산",20064,21045,"20191104"
"20191101","경부선","1715","세류",5145,4279,"20191104"
"20191101","경부선","1716","병점",20299,19367,"20191104"
"20191101","경부선","1717","세마",3621,3253,"20191104"
"20191101","경부선","1718","오산대",4353,4371,"20191104"
"20191101","경부선","1719","오산",12693,11677,"20191104"
"20191101","경부선","1720","진위",2404,1900,"20191104"
"20191101","경부선","1721","송탄",5821,5512,"20191104"
"20191101","경부선","1722","서정리",6724,5971,"20191104"
"20191101","경부선","1723","지제",3446,3335,"20191104"
"20191101","경부선","1724","평택",16895,15824,"20191104"
"20191101","경부선","1725","성환",6601,5554,"20191104"
"20191101","경부선","1726","직산",1138,1054,"20191104"
"20191101","경부선","1727","두정",7933,6871,"20191104"
"20191101","경부선","1728","천안",8524,8062,"20191104"
"20191101","경부선","1729","당정",8899,8303,"20191104"
"20191101","경부선","1749","서동탄",2155,1787,"20191104"
"20191101","경부선","1750","광명",4301,3516,"20191104"
"20191101","경인선","1801","개봉",27357,26628,"20191104"
"20191101","경인선","1802","오류동",14639,13747,"20191104"
"20191101","경인선","1803","역곡",37533,36443,"20191104"
"20191101","경인선","1804","부천",44148,45510,"20191104"
"20191101","경인선","1805","송내",37391,37129,"20191104"
"20191101","경인선","1806","부평",40427,46363,"20191104"
"20191101","경인선","1807","백운",10326,9919,"20191104"
"20191101","경인선","1808","동암",20667,20876,"20191104"
"20191101","경인선","1809","주안",27537,24960,"20191104"
"20191101","경인선","1810","제물포",14413,13482,"20191104"
"20191101","경인선","1811","동인천",19922,18865,"20191104"
"20191101","경인선","1812","인천",5435,4447,"20191104"
"20191101","경인선","1813","구일",9767,9959,"20191104"
"20191101","경인선","1814","소사",13389,12796,"20191104"
"20191101","경인선","1815","부개",11234,10268,"20191104"
"20191101","경인선","1816","간석",7866,7446,"20191104"
"20191101","경인선","1817","도원",5382,5477,"20191104"
"20191101","경인선","1821","온수(성공회대입구)",9266,9056,"20191104"
"20191101","경인선","1822","중동",11866,11090,"20191104"
"20191101","경인선","1823","도화",4967,4506,"20191104"
"20191101","경원선","1008","이촌(국립중앙박물관)",5001,3744,"20191104"
"20191101","경원선","1009","서빙고",2322,2150,"20191104"
"20191101","경원선","1010","한남",5504,5332,"20191104"
"20191101","경원선","1011","옥수",76,31,"20191104"
"20191101","경원선","1012","응봉",2280,1889,"20191104"
"20191101","경원선","1013","왕십리(성동구청)",19790,21237,"20191104"
"20191101","경원선","1014","청량리(서울시립대입구)",20794,21897,"20191104"
"20191101","경원선","1016","외대앞",13119,11993,"20191104"
"20191101","경원선","1017","신이문",10831,9441,"20191104"
"20191101","경원선","1018","석계",11474,12760,"20191104"
"20191101","경원선","1019","광운대",11956,10959,"20191104"
"20191101","경원선","1020","월계",8475,7622,"20191104"
"20191101","경원선","1021","녹천",5960,4809,"20191104"
"20191101","경원선","1901","방학",11990,11478,"20191104"
"20191101","경원선","1902","도봉",7398,6985,"20191104"
"20191101","경원선","1903","도봉산",9026,5727,"20191104"
"20191101","경원선","1904","망월사",11000,10802,"20191104"
"20191101","경원선","1905","회룡",15525,15186,"20191104"
"20191101","경원선","1906","의정부",23918,25938,"20191104"
"20191101","경원선","1907","가능",8444,8129,"20191104"
"20191101","경원선","1908","녹양",6131,5714,"20191104"
"20191101","경원선","1909","양주",11003,9918,"20191104"
"20191101","경원선","1910","덕계",3127,2641,"20191104"
"20191101","경원선","1911","덕정",8366,7631,"20191104"
"20191101","경원선","1912","지행",8861,8637,"20191104"
"20191101","경원선","1913","동두천중앙",4285,4060,"20191104"
"20191101","경원선","1914","보산",2466,1974,"20191104"
"20191101","경원선","1915","동두천",2897,3275,"20191104"
"20191101","경원선","1916","소요산",5261,4398,"20191104"
"20191101","안산선","1751","산본",22249,23853,"20191104"
"20191101","안산선","1752","대야미",6102,5170,"20191104"
"20191101","안산선","1753","반월",5670,5159,"20191104"
"20191101","안산선","1754","상록수",24559,23547,"20191104"
"20191101","안산선","1755","한대앞",11164,10635,"20191104"
"20191101","안산선","1756","중앙",20754,23023,"20191104"
"20191101","안산선","1757","고잔",9886,9824,"20191104"
"20191101","안산선","1758","초지",5475,5653,"20191104"
"20191101","안산선","1759","안산",15706,14208,"20191104"
"20191101","안산선","1760","신길온천",2020,1834,"20191104"
"20191101","안산선","1761","정왕",11451,10980,"20191104"
"20191101","안산선","1762","오이도",12561,12336,"20191104"
"20191101","안산선","1763","수리산",5271,4051,"20191104"
"20191101","과천선","1450","선바위",12165,9753,"20191104"
"20191101","과천선","1451","경마공원",7910,8084,"20191104"
"20191101","과천선","1452","대공원",7000,6993,"20191104"
"20191101","과천선","1453","과천",6412,5666,"20191104"
"20191101","과천선","1454","정부과천청사",12877,12523,"20191104"
"20191101","과천선","1455","인덕원",30882,31348,"20191104"
"20191101","과천선","1456","평촌",21843,21715,"20191104"
"20191101","과천선","1457","범계",35485,35557,"20191104"
"20191101","분당선","1023","선릉",14134,23294,"20191104"
"20191101","분당선","1024","한티",16261,17615,"20191104"
"20191101","분당선","1025","도곡",8094,8186,"20191104"
"20191101","분당선","1026","구룡",2485,2056,"20191104"
"20191101","분당선","1027","개포동",4242,4467,"20191104"
"20191101","분당선","1028","대모산입구",4164,3746,"20191104"
"20191101","분당선","1030","수서",17936,18582,"20191104"
"20191101","분당선","1846","수원",11151,7930,"20191104"
"20191101","분당선","1847","서울숲",11148,11204,"20191104"
"20191101","분당선","1848","압구정로데오",19602,23100,"20191104"
"20191101","분당선","1849","강남구청",11429,13162,"20191104"
"20191101","분당선","1850","선정릉",9763,10490,"20191104"
"20191101","분당선","1851","가천대",12279,13020,"20191104"
"20191101","분당선","1852","태평",16490,15983,"20191104"
"20191101","분당선","1853","모란",25047,25811,"20191104"
"20191101","분당선","1854","야탑",35047,37205,"20191104"
"20191101","분당선","1855","서현",32821,34261,"20191104"
"20191101","분당선","1856","수내",16424,16546,"20191104"
"20191101","분당선","1857","정자",20688,22128,"20191104"
"20191101","분당선","1858","미금",20374,21924,"20191104"
"20191101","분당선","1859","오리",14955,12704,"20191104"
"20191101","분당선","1860","이매",7371,6923,"20191104"
"20191101","분당선","1861","보정",3425,2816,"20191104"
"20191101","분당선","1862","죽전",20134,20945,"20191104"
"20191101","분당선","1863","구성",6203,6068,"20191104"
"20191101","분당선","1864","신갈",5893,5678,"20191104"
"20191101","분당선","1865","기흥",13187,12430,"20191104"
"20191101","분당선","1866","상갈",7073,6426,"20191104"
"20191101","분당선","1867","청명",5663,4856,"20191104"
"20191101","분당선","1868","영통",12197,12001,"20191104"
"20191101","분당선","1869","망포",18133,15903,"20191104"
"20191101","분당선","1870","매탄권선",5882,5393,"20191104"
"20191101","분당선","1871","수원시청",14039,17651,"20191104"
"20191101","분당선","1872","매교",3092,3183,"20191104"
"20191101","일산선","1948","원흥",11078,9946,"20191104"
"20191101","일산선","1949","지축",1,0,"20191104"
"20191101","일산선","1950","삼송",21597,20160,"20191104"
"20191101","일산선","1951","원당",14265,13297,"20191104"
"20191101","일산선","1952","화정",22622,23875,"20191104"
"20191101","일산선","1953","대곡",2163,1624,"20191104"
"20191101","일산선","1954","백석",13504,13498,"20191104"
"20191101","일산선","1955","마두",9769,10202,"20191104"
"20191101","일산선","1956","정발산",9761,10613,"20191104"
"20191101","일산선","1957","주엽",11653,12229,"20191104"
"20191101","일산선","1958","대화",19891,15335,"20191104"
"20191101","중앙선","1015","회기",35246,32270,"20191104"
"20191101","중앙선","1201","중랑",6807,6306,"20191104"
"20191101","중앙선","1202","상봉(시외버스터미널)",7256,6860,"20191104"
"20191101","중앙선","1203","망우",9675,9413,"20191104"
"20191101","중앙선","1204","양원",2346,2368,"20191104"
"20191101","중앙선","1205","구리",16760,17138,"20191104"
"20191101","중앙선","1206","도농",12378,10749,"20191104"
"20191101","중앙선","1207","양정",1113,951,"20191104"
"20191101","중앙선","1208","덕소",7602,7420,"20191104"
"20191101","중앙선","1209","도심",3424,2642,"20191104"
"20191101","중앙선","1210","팔당",917,961,"20191104"
"20191101","중앙선","1211","운길산",882,862,"20191104"
"20191101","중앙선","1212","양수",2471,2488,"20191104"
"20191101","중앙선","1213","신원",198,186,"20191104"
"20191101","중앙선","1214","국수",893,929,"20191104"
"20191101","중앙선","1215","아신",852,798,"20191104"
"20191101","중앙선","1216","오빈",386,372,"20191104"
"20191101","중앙선","1217","양평",3733,3903,"20191104"
"20191101","중앙선","1218","원덕",428,448,"20191104"
"20191101","중앙선","1219","용문",2921,3151,"20191104"
"20191101","중앙선","1220","지평",65,65,"20191104"
"20191101","장항선","1401","봉명",1582,1422,"20191104"
"20191101","장항선","1402","쌍용(나사렛대)",3361,2621,"20191104"
"20191101","장항선","1403","아산",4690,4203,"20191104"
"20191101","장항선","1405","배방",1306,1306,"20191104"
"20191101","장항선","1407","온양온천",5078,5450,"20191104"
"20191101","장항선","1408","신창(순천향대)",4132,2080,"20191104"
"20191101","경의선","1251","서울역",5601,7502,"20191104"
"20191101","경의선","1252","신촌",1267,1685,"20191104"
"20191101","경의선","1261","효창공원앞",3497,3798,"20191104"
"20191101","경의선","1262","공덕",4396,4015,"20191104"
"20191101","경의선","1263","서강대",3011,2933,"20191104"
"20191101","경의선","1264","홍대입구",2508,3166,"20191104"
"20191101","경의선","1265","가좌",6736,5940,"20191104"
"20191101","경의선","1266","디지털미디어시티",3017,2847,"20191104"
"20191101","경의선","1267","수색",2854,2800,"20191104"
"20191101","경의선","1268","화전",3189,2754,"20191104"
"20191101","경의선","1269","강매",3671,3004,"20191104"
"20191101","경의선","1270","행신",9880,9678,"20191104"
"20191101","경의선","1271","능곡",4586,4099,"20191104"
"20191101","경의선","1272","곡산",757,785,"20191104"
"20191101","경의선","1273","백마",8671,8212,"20191104"
"20191101","경의선","1274","풍산",6474,6090,"20191104"
"20191101","경의선","1275","일산",11300,11258,"20191104"
"20191101","경의선","1276","탄현",9465,9253,"20191104"
"20191101","경의선","1277","야당",6777,6693,"20191104"
"20191101","경의선","1278","운정",7571,6973,"20191104"
"20191101","경의선","1279","금릉",5625,5675,"20191104"
"20191101","경의선","1280","금촌",9296,8903,"20191104"
"20191101","경의선","1282","월롱",3208,2452,"20191104"
"20191101","경의선","1283","파주",1912,1465,"20191104"
"20191101","경의선","1284","문산",7463,7462,"20191104"
"20191101","경의선","1291","서울역",2,0,"20191104"
"20191101","경춘선","1311","신내",941,1084,"20191104"
"20191101","경춘선","1312","갈매",3327,2865,"20191104"
"20191101","경춘선","1313","별내",3327,3231,"20191104"
"20191101","경춘선","1314","퇴계원",4553,4299,"20191104"
"20191101","경춘선","1315","사릉",4228,4105,"20191104"
"20191101","경춘선","1316","금곡",2118,2021,"20191104"
"20191101","경춘선","1317","평내호평",7115,7334,"20191104"
"20191101","경춘선","1318","천마산",1976,1825,"20191104"
"20191101","경춘선","1319","마석",4734,4717,"20191104"
"20191101","경춘선","1320","대성리",606,1256,"20191104"
"20191101","경춘선","1321","청평",2222,2460,"20191104"
"20191101","경춘선","1322","상천",371,356,"20191104"
"20191101","경춘선","1323","가평",3202,3398,"20191104"
"20191101","경춘선","1324","굴봉산",178,177,"20191104"
"20191101","경춘선","1325","백양리",124,155,"20191104"
"20191101","경춘선","1326","강촌",726,730,"20191104"
"20191101","경춘선","1327","김유정",506,586,"20191104"
"20191101","경춘선","1328","남춘천",4287,3490,"20191104"
"20191101","경춘선","1329","춘천",3146,2079,"20191104"
"20191101","수인선","1878","달월",77,65,"20191104"
"20191101","수인선","1879","월곶",2909,2804,"20191104"
"20191101","수인선","1880","소래포구",6543,6353,"20191104"
"20191101","수인선","1881","인천논현",7384,7927,"20191104"
"20191101","수인선","1882","호구포",4458,4305,"20191104"
"20191101","수인선","1883","남동인더스파크",2488,2745,"20191104"
"20191101","수인선","1884","원인재",5374,5493,"20191104"
"20191101","수인선","1885","연수",6233,6199,"20191104"
"20191101","수인선","1886","송도",3326,3084,"20191104"
"20191101","수인선","1888","인하대",7725,7269,"20191104"
"20191101","수인선","1889","숭의",4812,4464,"20191104"
"20191101","수인선","1890","신포",2348,2457,"20191104"
"20191101","수인선","1891","인천",1314,2235,"20191104"
"20191101","경강선","1501","판교",5422,5330,"20191104"
"20191101","경강선","1502","이매",1372,1244,"20191104"
"20191101","경강선","1503","삼동",2828,2354,"20191104"
"20191101","경강선","1504","경기광주",8628,8113,"20191104"
"20191101","경강선","1505","초월",3355,3077,"20191104"
"20191101","경강선","1506","곤지암",3171,3045,"20191104"
"20191101","경강선","1507","신둔도예촌",1925,1574,"20191104"
"20191101","경강선","1508","이천",3285,3524,"20191104"
"20191101","경강선","1509","부발",2771,2075,"20191104"
"20191101","경강선","1510","세종대왕릉",369,383,"20191104"
"20191101","경강선","1511","여주",3005,2690,"20191104"
"20191101","5호선","2511","방화",8898,8343,"20191104"
"20191101","5호선","2512","개화산",6763,6160,"20191104"
"20191101","5호선","2513","김포공항",9606,9043,"20191104"
"20191101","5호선","2514","송정",9346,8386,"20191104"
"20191101","5호선","2515","마곡",8426,7657,"20191104"
"20191101","5호선","2516","발산",22639,23307,"20191104"
"20191101","5호선","2517","우장산",18765,18067,"20191104"
"20191101","5호선","2518","화곡",35144,32230,"20191104"
"20191101","5호선","2519","까치산",35316,32939,"20191104"
"20191101","5호선","2520","신정(은행정)",16577,12498,"20191104"
"20191101","5호선","2521","목동",22125,23795,"20191104"
"20191101","5호선","2522","오목교(목동운동장앞)",27994,31531,"20191104"
"20191101","5호선","2523","양평",8237,7874,"20191104"
"20191101","5호선","2524","영등포구청",4500,4515,"20191104"
"20191101","5호선","2525","영등포시장",11372,11867,"20191104"
"20191101","5호선","2526","신길",4195,4566,"20191104"
"20191101","5호선","2527","여의도",30359,32676,"20191104"
"20191101","5호선","2528","여의나루",12837,12687,"20191104"
"20191101","5호선","2529","마포",17491,18094,"20191104"
"20191101","5호선","2530","공덕",17228,18879,"20191104"
"20191101","5호선","2531","애오개",8837,8641,"20191104"
"20191101","5호선","2532","충정로(경기대입구)",5176,5211,"20191104"
"20191101","5호선","2533","서대문",22564,23186,"20191104"
"20191101","5호선","2534","광화문(세종문화회관)",41679,45055,"20191104"
"20191101","5호선","2535","종로3가",18208,18204,"20191104"
"20191101","5호선","2536","을지로4가",6841,7364,"20191104"
"20191101","5호선","2537","동대문역사문화공원",3400,4149,"20191104"
"20191101","5호선","2538","청구",4969,4554,"20191104"
"20191101","5호선","2539","신금호",7899,7823,"20191104"
"20191101","5호선","2540","행당",10267,8789,"20191104"
"20191101","5호선","2541","왕십리(성동구청)",5619,6658,"20191104"
"20191101","5호선","2542","마장",7675,7596,"20191104"
"20191101","5호선","2543","답십리",19178,17315,"20191104"
"20191101","5호선","2544","장한평",22226,22104,"20191104"
"20191101","5호선","2545","군자(능동)",13145,14233,"20191104"
"20191101","5호선","2546","아차산(어린이대공원후문)",17217,16413,"20191104"
"20191101","5호선","2547","광나루(장신대)",17428,15513,"20191104"
"20191101","5호선","2548","천호(풍납토성)",22706,23867,"20191104"
"20191101","5호선","2549","강동",23935,20657,"20191104"
"20191101","5호선","2550","길동",8713,9201,"20191104"
"20191101","5호선","2551","굽은다리(강동구민회관앞)",11034,10325,"20191104"
"20191101","5호선","2552","명일",10654,10678,"20191104"
"20191101","5호선","2553","고덕",11928,11296,"20191104"
"20191101","5호선","2554","상일동",17423,14423,"20191104"
"20191101","5호선","2555","둔촌동",10416,10632,"20191104"
"20191101","5호선","2556","올림픽공원(한국체대)",5797,5056,"20191104"
"20191101","5호선","2557","방이",8470,8929,"20191104"
"20191101","5호선","2558","오금",4375,4392,"20191104"
"20191101","5호선","2559","개롱",8277,8266,"20191104"
"20191101","5호선","2560","거여",9701,8920,"20191104"
"20191101","5호선","2561","마천",6165,6116,"20191104"
"20191101","6호선","2611","응암",21432,20582,"20191104"
"20191101","6호선","2612","역촌",4711,5501,"20191104"
"20191101","6호선","2613","불광",5646,5631,"20191104"
"20191101","6호선","2614","독바위",3359,3406,"20191104"
"20191101","6호선","2615","연신내",2,0,"20191104"
"20191101","6호선","2616","구산",9430,6860,"20191104"
"20191101","6호선","2617","새절(신사)",16968,15782,"20191104"
"20191101","6호선","2618","증산(명지대앞)",12118,11475,"20191104"
"20191101","6호선","2619","디지털미디어시티",16809,18153,"20191104"
"20191101","6호선","2620","월드컵경기장(성산)",9868,10578,"20191104"
"20191101","6호선","2621","마포구청",17768,15590,"20191104"
"20191101","6호선","2622","망원",16709,18137,"20191104"
"20191101","6호선","2623","합정",17215,17150,"20191104"
"20191101","6호선","2624","상수",13173,15414,"20191104"
"20191101","6호선","2625","광흥창(서강)",11587,11332,"20191104"
"20191101","6호선","2626","대흥(서강대앞)",11234,11560,"20191104"
"20191101","6호선","2627","공덕",23048,22846,"20191104"
"20191101","6호선","2628","효창공원앞",9070,8061,"20191104"
"20191101","6호선","2629","삼각지",8648,7005,"20191104"
"20191101","6호선","2630","녹사평(용산구청)",7440,7466,"20191104"
"20191101","6호선","2631","이태원",25454,29155,"20191104"
"20191101","6호선","2632","한강진",9227,11312,"20191104"
"20191101","6호선","2633","버티고개",2943,2652,"20191104"
"20191101","6호선","2634","약수",4671,4750,"20191104"
"20191101","6호선","2635","청구",4508,4747,"20191104"
"20191101","6호선","2636","신당",10400,10887,"20191104"
"20191101","6호선","2637","동묘앞",10353,10623,"20191104"
"20191101","6호선","2638","창신",4497,3512,"20191104"
"20191101","6호선","2639","보문",9348,8345,"20191104"
"20191101","6호선","2640","안암(고대병원앞)",17217,16317,"20191104"
"20191101","6호선","2641","고려대(종암)",11795,11072,"20191104"
"20191101","6호선","2642","월곡(동덕여대)",15469,14711,"20191104"
"20191101","6호선","2643","상월곡(한국과학기술연구원)",7783,7007,"20191104"
"20191101","6호선","2644","돌곶이",10650,9915,"20191104"
"20191101","6호선","2645","석계",15820,16062,"20191104"
